,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,phone_prefix,total_calls,total_minutes,total_charge
1406,MO,86,415,no,no,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,0,367,350,640.0,57.279999999999994
1407,MS,73,415,no,yes,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1,412,296,579.8,49.279999999999994
1408,NM,232,408,no,no,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,0,386,299,491.6,53.309999999999995
1409,NJ,1,415,no,yes,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,0,420,317,672.4,64.34
1410,NH,133,408,no,no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,0,401,268,646.8,60.6
1411,NC,103,510,no,no,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,0,379,296,534.6,54.31
1412,MT,131,415,no,yes,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,0,353,263,589.1,54.940000000000005
1413,SD,95,408,no,yes,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,0,406,269,634.3999999999999,60.1
1414,VA,182,415,no,no,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,0,391,334,595.4000000000001,57.99
1415,LA,99,510,no,no,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,0,379,299,559.0,53.17
1416,NV,27,510,no,no,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,0,398,322,674.9,66.14999999999999
1417,AK,141,408,no,no,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,0,338,264,435.0,40.0
1418,OH,29,415,yes,yes,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,0,397,293,563.8000000000001,63.36
1419,NM,65,415,no,no,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,0,389,312,434.6,39.92
1420,MI,81,415,yes,no,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,1,393,266,553.6999999999999,54.489999999999995
1421,MN,37,415,no,yes,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,0,360,300,702.3,75.69
1422,WY,107,510,no,yes,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,0,411,225,649.0000000000001,59.35999999999999
1423,WY,127,415,yes,yes,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,0,412,383,418.6,39.550000000000004
1424,WA,78,408,no,no,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,0,372,303,600.5,55.05000000000001
1425,NM,55,510,no,no,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2,0,338,359,578.4,51.29
1426,VA,86,415,no,yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,0,383,306,627.8999999999999,53.489999999999995
1427,RI,176,415,no,no,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,0,401,299,580.5,66.5
1428,AL,96,415,yes,no,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,0,410,337,599.6,66.15
1429,WV,11,510,no,yes,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,0,419,300,646.4,64.76
1430,WV,48,415,no,yes,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,0,367,266,697.2,68.78
1431,NJ,127,510,no,no,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,0,363,343,629.9,66.03
1432,TN,63,415,no,no,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,0,374,292,576.3,54.93
1433,MI,79,510,no,no,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,0,337,280,586.3000000000001,64.43
1434,UT,47,408,no,yes,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,0,350,365,548.6,51.51
1435,IL,89,415,yes,yes,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3.0,0,1,380,364,508.9,49.94
1436,MI,83,510,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,0,333,303,605.5,67.37
1437,WI,126,415,yes,yes,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,0,378,365,685.0,72.41000000000001
1438,ND,60,510,no,no,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,0,353,348,679.0,68.78
1439,VT,122,415,no,no,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,0,386,366,577.3,54.72
1440,WA,136,408,no,no,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5.0,10,1.35,1,0,403,291,485.6,50.410000000000004
1441,NC,172,408,no,yes,47,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,8.8,2,2.38,1,0,331,345,715.3,75.99999999999999
1442,ME,102,510,no,no,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,1,390,279,614.1999999999999,62.330000000000005
1443,SD,113,415,yes,no,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,0,406,301,541.7,59.529999999999994
1444,WV,79,415,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,0,359,267,653.0,65.02
1445,ID,55,510,no,yes,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,0,331,314,781.2,72.02
1446,LA,111,415,no,yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,0,367,234,443.8,44.68
1447,GA,160,415,no,no,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,0,335,345,574.7,56.37
1448,FL,110,415,no,no,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,0,398,339,596.6999999999999,65.42
1449,CO,192,415,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,0,370,240,686.9,72.87
1450,NV,93,408,no,no,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,0,335,300,472.59999999999997,46.839999999999996
1451,IN,101,415,no,yes,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,0,375,346,600.5,64.1
1452,VA,77,510,no,no,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,0,367,327,560.9,52.169999999999995
1453,UT,105,415,no,yes,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,0,395,339,582.7,62.3
1454,UT,133,408,no,yes,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,1,398,287,621.6,61.269999999999996
1455,MO,131,408,no,no,0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,0,386,258,706.8000000000001,60.27
1456,CT,106,510,no,yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,0,330,322,478.0,43.36
1457,HI,118,415,no,no,0,133.4,113,22.68,121.0,92,10.29,254.7,129,11.46,5.9,4,1.59,1,0,418,338,515.0,46.02
1458,MD,125,408,no,no,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,0,349,295,593.9,54.190000000000005
1459,VA,95,415,no,no,0,197.0,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,0,366,268,615.4,63.56
1460,MT,80,415,no,no,0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,0,361,326,546.1999999999999,57.699999999999996
1461,SC,145,408,no,no,0,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10.0,6,2.7,0,0,377,280,499.6,40.25
1462,CO,37,408,no,no,0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,0,408,344,499.0,57.53
1463,ID,87,415,no,no,0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,0,370,244,603.5000000000001,57.099999999999994
1464,AL,69,415,no,no,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3,0,389,284,658.0,64.07
1465,CO,83,510,no,no,0,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,0,379,307,460.3,44.07
1466,UT,195,415,no,no,0,63.2,108,10.74,220.2,88,18.72,184.0,99,8.28,5.1,3,1.38,0,0,355,298,472.5,39.120000000000005
1467,DE,67,415,yes,yes,35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,1,413,285,630.1999999999999,63.43000000000001
1468,OH,75,510,no,yes,27,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,0,372,350,522.9000000000001,47.440000000000005
1469,RI,123,415,no,yes,27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15.0,1,4.05,0,0,333,274,570.9000000000001,62.94
1470,FL,41,415,no,yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,0,415,292,466.2,53.71000000000001
1471,OH,75,415,no,no,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,0,340,291,618.9,60.56
1472,MD,76,415,yes,no,0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,7,3.24,1,1,400,278,714.1000000000001,79.54
1473,IL,86,415,yes,no,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1,0,395,319,664.9,72.78
1474,PA,140,408,no,no,0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,0,336,245,535.4,48.13
1475,AZ,70,415,no,no,0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,0,352,333,372.1,36.67999999999999
1476,NH,121,510,no,yes,35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,0,346,258,616.1,61.190000000000005
1477,RI,112,415,no,no,0,168.6,102,28.66,298.0,117,25.33,194.7,110,8.76,9.8,5,2.65,1,0,405,334,671.0999999999999,65.39999999999999
1478,HI,118,415,no,no,0,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2,0,379,315,659.2,71.53999999999999
1479,NJ,66,415,no,yes,16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,0,410,297,721.0999999999999,65.57000000000001
1480,WI,78,408,no,no,0,87.0,102,14.79,193.6,64,16.46,205.8,120,9.26,11.0,5,2.97,0,0,408,291,497.40000000000003,43.48
1481,MD,129,415,no,yes,34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4.0,2,0,370,318,542.1999999999999,58.61
1482,OR,6,408,no,no,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,0,408,317,552.4,61.379999999999995
1483,NV,107,510,yes,no,0,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10.0,3,2.7,1,0,419,299,689.7,69.07000000000001
1484,AR,107,415,yes,no,0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,1,343,320,570.2,52.54
1485,MT,138,415,no,no,0,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,0,401,339,509.2,49.77000000000001
1486,CT,103,510,no,no,0,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,0,377,273,621.3000000000001,55.72
1487,UT,116,415,no,yes,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,0,345,275,709.8000000000001,72.23
1488,GA,189,408,no,no,0,227.4,84,38.66,176.0,81,14.96,206.1,120,9.27,6.3,4,1.7,2,0,336,289,615.8,64.59
1489,NV,161,415,no,no,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,0,414,333,574.2,48.279999999999994
1490,TN,1,415,no,no,0,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,0,335,282,711.1,69.95
1491,DE,89,408,no,no,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,0,421,334,603.0999999999999,61.300000000000004
1492,NY,64,408,no,no,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,0,422,296,687.1,72.68
1493,MT,126,415,no,yes,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,1,344,288,471.40000000000003,49.33
1494,IA,129,415,no,no,0,216.0,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,0,398,318,618.4999999999999,63.410000000000004
1495,VT,128,510,no,yes,32,222.9,136,37.89,262.0,80,22.27,191.4,101,8.61,10.8,4,2.92,0,0,346,321,687.0999999999999,71.69
1496,LA,81,415,no,yes,36,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,0,392,311,619.2,54.45
1497,MT,114,510,no,no,0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,0,393,307,520.8,55.45
1498,NH,50,408,no,no,0,154.7,102,26.3,298.0,108,25.33,210.2,95,9.46,11.1,3,3.0,0,0,339,308,674.0,64.09
1499,WV,86,415,no,no,0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,0,349,301,581.0999999999999,53.89000000000001
1500,ID,96,408,no,no,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,0,363,297,622.7,63.18
1501,AZ,72,510,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,0,407,296,578.5,67.26
1502,SC,64,510,no,yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0,333,303,617.4,64.67
1503,WV,57,415,yes,yes,17,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,0,419,308,648.5,68.01
1504,OH,65,510,no,no,0,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,0,351,389,663.0,59.79
1505,MD,163,408,no,no,0,223.0,120,37.91,227.0,98,19.3,188.3,125,8.47,8.8,5,2.38,1,0,338,348,647.0999999999999,68.05999999999999
1506,MD,136,415,no,no,0,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,0,336,268,679.3000000000001,71.24
1507,MN,116,408,no,no,0,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12.0,6,3.24,1,0,408,348,617.8,61.96
1508,NE,93,408,no,no,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,0,332,287,685.8000000000001,62.38
1509,MN,142,510,no,yes,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0,355,311,632.8000000000001,67.25000000000001
1510,NY,92,408,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,0,348,272,666.0,72.32999999999998
1511,HI,70,415,no,no,0,197.3,91,33.54,305.8,81,25.99,171.0,105,7.69,6.7,6,1.81,1,0,339,283,680.8000000000001,69.03
1512,MO,22,408,no,yes,14,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,0,374,295,490.79999999999995,56.790000000000006
1513,NV,37,415,no,no,0,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12.0,2,3.24,2,0,362,326,666.3,70.21
1514,MA,51,415,no,no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7.0,3,1.89,1,0,389,330,662.0,60.66
1515,NH,174,408,no,no,0,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,0,336,316,518.0,48.720000000000006
1516,UT,68,415,no,no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,1,403,312,716.6,71.28999999999999
1517,FL,130,415,no,no,0,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,0,384,287,613.8,64.31
1518,WA,104,415,no,no,0,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,0,390,304,557.1999999999999,53.17999999999999
1519,CT,134,408,no,no,0,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,0,398,312,609.1,60.7
1520,KY,108,415,no,yes,35,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,0,393,349,567.6,55.86000000000001
1521,NM,103,415,no,no,0,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,0,417,216,649.1,62.85999999999999
1522,ND,62,510,no,no,0,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,0,340,312,600.9,55.169999999999995
1523,NV,162,415,no,no,0,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,0,380,301,535.6999999999999,48.94
1524,CA,93,510,no,yes,19,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,0,368,316,399.9,45.10000000000001
1525,ID,42,415,no,no,0,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,0,363,307,445.6,42.97
1526,OK,155,415,no,yes,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2,0,328,352,603.9999999999999,66.01
1527,IA,36,510,no,no,0,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9.0,2,2.43,0,0,385,321,582.8,52.31
1528,OH,143,415,no,no,0,223.3,99,37.96,167.1,128,14.2,203.0,84,9.14,4.5,4,1.22,0,1,337,315,597.9,62.519999999999996
1529,NJ,197,510,no,no,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,0,372,301,564.2,53.989999999999995
1530,IA,81,510,no,no,0,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8.0,6,2.16,1,1,377,345,756.9,77.16
1531,DE,138,510,yes,no,0,46.5,104,7.91,186.0,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1,380,317,409.6,33.849999999999994
1532,CA,103,415,no,yes,18,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1,402,287,503.8,50.839999999999996
1533,WY,127,510,yes,no,0,242.2,102,41.17,226.1,80,19.22,252.0,96,11.34,13.9,5,3.75,2,1,400,283,734.1999999999999,75.48
1534,OR,136,510,no,no,0,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,1,366,308,736.5,74.89
1535,ME,99,415,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,0,347,280,657.9000000000001,67.53999999999999
1536,AR,95,415,no,no,0,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,0,328,295,489.0,40.32
1537,ME,118,408,yes,yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3.0,4,1,384,331,535.5,54.53
1538,WV,113,415,no,no,0,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,1,341,316,364.59999999999997,30.830000000000002
1539,PA,128,408,yes,no,0,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,0,353,334,509.7,60.050000000000004
1540,HI,117,408,no,no,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,0,416,307,452.9,42.11000000000001
1541,MT,48,415,no,yes,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,0,418,304,676.1,67.7
1542,DC,81,510,yes,no,0,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,0,385,341,708.9999999999999,71.47
1543,AR,57,510,no,no,0,192.8,68,32.78,158.0,86,13.43,235.5,105,10.6,12.7,6,3.43,1,0,393,265,599.0,60.24
1544,MS,140,408,no,no,0,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,0,372,275,518.6,53.75
1545,OH,107,510,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,0,411,257,515.0,60.29
1546,MO,56,415,no,no,0,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,0,331,306,499.70000000000005,49.480000000000004
1547,TX,159,415,no,no,0,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,0,402,303,547.0,49.08
1548,MD,102,415,no,no,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,5,2.78,1,0,349,323,622.5999999999999,71.10000000000001
1549,CT,107,408,no,no,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,0,339,347,534.3000000000001,47.78
1550,SC,106,408,no,no,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,0,330,316,396.0,35.709999999999994
1551,MI,225,415,no,no,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,3,2.35,0,1,371,311,657.8000000000001,63.18
1552,SD,75,408,no,no,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,3,4.43,2,0,335,278,490.59999999999997,51.879999999999995
1553,CO,86,415,no,no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,0,405,265,672.5,68.61999999999999
1554,ID,169,415,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,0,399,271,606.8,65.24
1555,AZ,122,510,no,yes,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,5,2.32,2,0,350,321,557.7,58.190000000000005
1556,FL,106,408,no,no,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,2,2.59,0,0,384,373,694.9,65.62
1557,MN,52,415,no,yes,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,0,376,237,680.1999999999999,59.800000000000004
1558,DE,79,415,no,yes,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2,0,391,284,611.4,53.269999999999996
1559,MI,135,415,no,no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,0,393,316,640.1,67.19
1560,MS,70,408,no,no,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,0,384,305,575.9,57.15
1561,MA,80,408,no,no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,2,2.7,2,0,377,259,573.0999999999999,55.05000000000001
1562,CA,37,415,no,no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,0,345,300,540.6999999999999,56.29
1563,MN,161,415,no,yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,0,394,295,543.5999999999999,57.92999999999999
1564,VT,137,510,no,no,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,0,0.0,1,0,348,255,582.1,46.22
1565,CT,123,415,no,no,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,0,376,357,455.5,43.730000000000004
1566,WV,80,415,no,yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,0,356,249,653.1,69.00999999999999
1567,WV,94,415,no,no,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,0,353,330,607.8000000000001,50.66
1568,NE,105,415,no,yes,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,0,397,293,594.6999999999999,53.68
1569,NC,73,415,no,yes,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,0,414,301,612.0,61.47
1570,NE,112,415,no,no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,0,388,300,620.8,58.95
1571,IL,179,408,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,0,415,304,596.2,64.09
1572,MA,57,510,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,0,352,269,614.5,57.07
1573,AZ,127,415,no,yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,0,373,268,546.3000000000001,51.88
1574,SD,122,415,yes,yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,0,406,273,664.7,69.81
1575,MT,33,510,no,yes,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,0,332,300,512.6,51.25999999999999
1576,VT,94,408,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,0,359,253,506.4,48.17
1577,UT,100,408,no,no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,0,384,381,572.6,58.309999999999995
1578,HI,106,415,no,no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,0,352,281,528.1,52.6
1579,DC,148,415,no,yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,0,404,292,451.9,54.86
1580,WI,120,415,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,0,414,318,744.0000000000001,79.30000000000001
1581,UT,91,415,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0,380,305,587.1,60.089999999999996
1582,WA,86,510,no,no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0,387,285,551.0,50.449999999999996
1583,SD,78,415,no,yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,0,360,261,718.0,71.78
1584,MT,94,510,no,no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,0,352,334,573.2,54.81
1585,NJ,85,415,no,no,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1,366,291,755.1,74.06
1586,CT,89,415,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0,414,231,451.4,38.9
1587,VA,128,415,no,no,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,0,409,304,609.4000000000001,63.43
1588,NC,115,415,yes,no,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,0,337,318,608.3,60.62
